text,product,target,clean
Look at all these people at #sxsw with iPad 1's. No shame.,iPad,0,look people sxsw ipad shame
"I want yall to know Apple built a pop up store in 3 days, only selling the iPad2, wow #sxsw {link}",Apple,2,want yall know apple built store day selling ipad sxsw link
"Morning all, so will we be hearing about Google Circles Today? {link} #sxsw",,1,morning hearing google circle today link sxsw
Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,2,gowalla win best andoid team android choice award thanks sxsw
App is called 'your hands' #sxsw RT @mention Need an app to turn my iPhone into a wifi mouse for my iPad. Exist?,,1,called hand sxsw need turn iphone wifi mouse ipad exist
"Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",iPad or iPhone App,2,hello holler gram come take look first ipad link hollergram sxsw
"Hello, Holler Gram! Get to know @mention new iPad app {link} #hollergram #sxsw",,1,hello holler gram know ipad link hollergram sxsw
{link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,,1,link killer shot last night nokiaconnects concert sxsw
I realllllllly need to upgrade my phone haha RT @mention 10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link},iPad or iPhone App,2,realllllllly need upgrade phone haha iphone apps probably need during sxsw link
Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw,,1,barton hollow free song download featured album featured link itunes sxsw
I feel silly but cannot figure out how to update the #sxsw mobile app on android. It doesn't seem to have &quot;options&quot; (bottom left button)?,,0,feel silly cannot figure update sxsw mobile android seem quot option quot bottom left button
Had a really good look at IE9 today @mention #sxsw and as an Apple #fanboy I was very impressed,iPad or iPhone App,2,really good look today sxsw apple fanboy impressed
"Tim O'Reilly his Web 2.0 definition - companies that survived built value from consumer-generated data. eBay, Amazon, Google. #sxsw",,1,reilly definition company survived built value consumer generated data ebay amazon google sxsw
"I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",Android App,0,really hoping sxsw would bring android version well maybe someday long time
"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",Google,0,will overload info delivered google kill discovery google say lose curiosity wonder need serendipity sxsw
"Data overload? EVERY month: 45bil pieces of #Facebook content, 3bil tweets &amp; 11bil #Google searches. #SXSW",,1,data overload every month piece facebook content tweet google search sxsw
Just downloaded an ipad app for countering jetlag in Austin. #sxsw,,2,just downloaded ipad countering jetlag austin sxsw
Just downloaded the #sxsw go app off the android market... let's get ittttt,Android App,2,just downloaded sxsw android market ittttt
Just downloaded the Asddieu app in preparation for #sxsw.  Pumped.  You need to check it out  {link} #app #events #networking,iPad or iPhone App,2,just downloaded asddieu preparation sxsw pumped need check link app event networking
"Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",,1,woman lobby quot website called like stupid iphone speller taking pic funny autocorrected word quot sxsw
Rumoured location of apple pop up store iun austin texas #sxsw...cheers {link},Apple,1,rumoured location apple store austin texas sxsw cheer link
Guy Gets Logo Tattoo For iPad {link} at #sxsw #austin,,1,get logo tattoo ipad link sxsw austin
@mention Lol. Here at #sxsw Apple have a pop up store. iPad 2's are flying off the shelves. It's a hipster feeding frenzy!,iPad,2,here sxsw apple store ipad flying shelf hipster feeding frenzy
"Wow very long queue of people at apple pop up store now, some have bought 3 iPads! #sxsw@mention Room#NokiaConnects",iPad,2,long queue people apple store bought ipads sxsw roomnokiaconnects
@mention look! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},,2,look ubersocial iphone store includes uberguide sxsw link
@mention Looks like you could get your iPad2 here {link} #apple #sxsw,iPad,2,look like could ipad link apple sxsw
Awesome. Lost colleague. Left iphone in car. #fail #sxsw,,1,awesome lost colleague left iphone fail sxsw
@mention lost its way by caring too much about its business.  - tim o'reilly #SXSW,,1,lost caring much business reilly sxsw
I expect lots of buzz about iPad 2 at #sxsw since it comes out tomorrow. But will it support Flash? Maybe so: {link} #elonsxsw,iPad,2,expect lot buzz ipad sxsw since come tomorrow support flash maybe link elonsxsw
kinda jealous of the ubiquity of ipad's here...#sxsw,iPad,2,kinda jealous ubiquity ipad sxsw
"A lot of love for Google APIs in session on visualizing government data @mention #sxsw, including My Maps, Maps API, Fusion Tables and Refine.",Other Google product or service,2,love google apis session visualizing government data sxsw including map map fusion table refine
@mention love the #ipad2.  Got one at the pop-up Apple Store for #sxsw attendees.,iPad,2,love ipad apple store sxsw attendee
@mention love what y'all do at #SXSW. How come I'm getting login authorization error almost every time I open my app on iPhone?,iPad or iPhone App,0,love sxsw come getting login authorization error almost every time open iphone
Apple employee psyches up line at pop up shop at #SXSW moments before iPad 2 goes on sale!  {link},Apple,2,apple employee psyche line shop sxsw moment ipad go sale link
Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,,2,apple employee showed force sxsw popup apple store ipad
#SxSW #HELP Request: Where's the downtown Austin Apple Store? I've walked past it but now can't find it &amp; doesn't show in a map search. #Thx,,1,sxsw help request where downtown austin apple store walked past find show search thx
Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},,1,whrrl girl handing chance audi car come find sxsw apple store sxsw link
Apple built a pop up store in 3 days for #SXSW. Open 24/7 only selling iPad 2's,,1,apple built store day sxsw open selling ipad
Apple built an experience ecosystem with the iPod. The MP3 player is just an app.  #critthink #sxsw,,1,apple built experience ecosystem ipod player critthink sxsw
"RT #LOVE&lt;=&gt; Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW? Please let me know.: Hey...",,1,love austin know little iphone android love music wanna make hour sxsw please know
4 Most Valuable Apple iPad Apps; Top Critical Tasks Managed | uber.la &lt; all ipad all day #sxsw {link},,1,most valuable apple ipad apps critical task managed uber ipad sxsw link
@mention Luckily @mention has a pop up store at #SXSW!,,2,luckily store sxsw
"Hey, you lucky dogs at #SXSW with iPads -- check out the Holler Gram app: {link}",iPad,2,lucky dog sxsw ipads check holler gram link
"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw",Google,0,after failure google buzz google latitude google circle seriously google need concentrate search fail google sxsw
We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},Android,2,lustre pearl teamandroidsxsw cause love android geek sxsw link
Mr Heavenly (aka the band w/ Michael Cera) ready to rock the Bat Bar at #sxsw. iPhone cameras de rigeur.,iPhone,2,heavenly band michael cera ready rock sxsw iphone camera rigeur
"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,2,very timely sxsw bing search engine share continues rise google still top link
Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,iPad,2,sxsw right brain mwrc left brain sxsw attendee ipad
It was only a matter of time -Googleto launch a social network May called Google Circles? {link} via @mention #sxsw,,1,matter time googleto launch social network called google circle link sxsw
"You finally get everyone to buy in to Facebook and then Google introduces Circle. No fair. Stop with all the innovation, people #sxsw",,0,finally everyone facebook google introduces circle fair stop innovation people sxsw
"You finally get everyone to buy in to Facebook and then Google introduces Circles. No fair. Stop with all the innovation, people #sxsw",Other Google product or service,0,finally everyone facebook google introduces circle fair stop innovation people sxsw
"DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",,1,deliciously ironic google privacy party made whole quot banking cartel military scientific dictatorship takeover quot rant sxsw
In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw,Google,2,really long line aclu google party sure wait sxsw
Desperately need a charging station! Any spots out there for a dying iPhone? #SXSW,,1,desperately need charging station spot dying iphone sxsw
"Do I really need to get vaccines before #sxsw? iPhone-onset prostate cancer, chortler's cough, mustachepox. Are these real things?",,1,really need vaccine sxsw iphone onset prostate cancer chortler cough mustachepox real thing
Beautifully smart and simple idea RT @mention @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,2,beautifully smart simple idea wrote hollergram ipad sxsw link
"Tim OReilly: Saying that the value what made Web 2.0 is large databases of user contribution. Google, Craigs List, Amazon...#sxsw.",,1,oreilly saying value made large database user contribution google craigs list amazon sxsw
#sxsw #crm #scrm Join me @mention SXSW next Sunday 3/13 at noon at Hilton Austin 4 coffee &amp; chat. Old ACT! users &amp; now can show VIPorbit 4 iPhone,,1,sxsw crm scrm join sxsw next sunday noon hilton austin coffee chat user show viporbit iphone
Funny poem at 'your mom has a ipad' session. #SXSW,,1,funny poem ipad session sxsw
Scepticism expressed about iPad newspapers at #SXSW {link},,1,scepticism expressed ipad newspaper sxsw link
